Date,"Roy Phillipps","Macrotarsomys petteri","The Last of Us","Sweet Track","OK Computer","Upper Pine Bottom State Park","1954 Guatemalan coup d'état","Auriscalpium vulgare","Melbourne Castle"
2018-04-09,11,0,3424,102,1225,8,806,14,15
2018-04-10,11,0,3264,87,1223,11,828,9,5
2018-04-11,11,0,3337,96,1196,10,782,22,25
2018-04-12,10,1,3799,73,1274,19,860,15,31
2018-04-13,4,1,3889,62,1239,11,702,18,12
2018-04-14,14,0,3900,58,1119,14,689,28,19
2018-04-15,8,4,4538,86,1354,17,736,12,18
2018-04-16,8,0,4473,62,1318,6,929,13,12
2018-04-17,13,1,4054,59,1334,14,999,21,25
2018-04-18,4,0,4037,68,1280,11,1021,14,10
2018-04-19,2,0,4224,63,1290,10,993,21,13
2018-04-20,7,1,4793,60,1313,9,776,14,8
2018-04-21,1,0,4467,69,1161,3,486,9,8
2018-04-22,8,0,4493,82,1238,9,578,14,20
2018-04-23,9,0,4342,78,1308,12,952,10,13
2018-04-24,6,2,3836,77,1295,4,925,9,12
2018-04-25,8,0,3951,87,1452,9,913,24,15
2018-04-26,4,1,3611,80,1269,8,827,12,20
2018-04-27,2,1,3417,49,1113,4,752,9,6
2018-04-28,6,0,3040,57,1060,5,559,8,8
2018-04-29,10,0,3395,57,1134,4,564,13,7
2018-04-30,5,1,3726,58,1254,5,986,6,14
2018-05-01,9,1,3588,80,1186,9,975,12,13
2018-05-02,7,0,3428,67,1138,6,774,9,9
2018-05-03,11,3,3548,81,1130,13,772,14,14
2018-05-04,3,1,3248,77,1141,4,656,8,8
2018-05-05,5,2,3103,65,1054,5,380,10,13
2018-05-06,7,0,3456,76,1081,7,462,8,8
2018-05-07,9,0,3376,74,1107,8,871,14,14
2018-05-08,3,1,3069,95,1137,8,967,7,17
2018-05-09,5,1,3105,81,1124,11,970,10,12
2018-05-10,6,2,3109,91,1094,8,902,12,16
2018-05-11,5,0,3285,73,1173,8,674,11,19
2018-05-12,2,0,3526,67,1033,7,374,11,14
2018-05-13,7,0,3489,79,1055,12,430,14,15
2018-05-14,3,1,3708,84,1062,10,786,7,11
2018-05-15,4,4,3621,100,1071,6,639,11,11
2018-05-16,6,2,3300,80,1168,9,778,11,15
2018-05-17,7,1,3203,89,1245,13,635,12,7
2018-05-18,6,2,3042,90,1117,13,553,9,16
2018-05-19,7,0,2912,88,1031,6,341,14,16
2018-05-20,4,1,3305,84,1133,12,389,13,14
2018-05-21,8,1,4350,84,1322,6,638,15,14
2018-05-22,7,0,3630,74,1209,7,713,11,14
2018-05-23,11,0,3393,83,1175,16,719,14,23
2018-05-24,9,0,3227,86,1094,10,626,12,21
2018-05-25,4,0,3108,73,1100,8,646,6,5
2018-05-26,3,0,3230,65,936,6,516,4,12
2018-05-27,6,0,3504,85,1062,8,343,10,14
2018-05-28,7,0,3645,67,1084,8,506,9,15
2018-05-29,4,0,3913,74,1013,8,778,8,7
2018-05-30,8,0,3536,105,1058,14,625,10,12
2018-05-31,6,0,3218,67,1214,12,528,8,12
2018-06-01,5,0,3175,80,1218,7,451,12,15
2018-06-02,5,0,3330,72,1009,9,350,7,15
2018-06-03,3,1,3634,64,1034,6,407,8,10
2018-06-04,4,1,3745,63,1068,5,771,5,19
2018-06-05,4,0,3746,54,1214,5,537,9,14
2018-06-06,10,0,3528,72,1063,12,2705,9,15
2018-06-07,9,1,3621,66,1094,10,1041,9,20
2018-06-08,12,0,3655,78,1076,10,489,12,15
2018-06-09,5,0,3950,60,907,6,396,7,12
2018-06-10,5,0,4593,62,1005,6,420,5,14
2018-06-11,29,2,5777,62,1019,15,519,20,14
2018-06-12,17,2,69904,59,1369,18,534,16,17
2018-06-13,6,2,29521,75,1193,4,535,8,17
2018-06-14,0,0,0,0,0,0,0,0,0
2018-06-15,5,1,14878,74,975,10,616,7,7
2018-06-16,5,1,12885,67,1101,5,500,4,12
2018-06-17,5,,13550,65,958,11,501,7,15
