Date,"E.T. the Extra-Terrestrial","Myriostoma","Ernest Joyce","Bazy Tankersley","Susan B. Anthony dollar","Ben Affleck","Presque Isle State Park","Freak Out!","Beograd-class destroyer"
2018-04-09,2799,17,11,29,404,7892,106,343,17
2018-04-10,2350,18,43,27,411,7697,107,313,18
2018-04-11,2403,14,24,30,416,7011,139,328,13
2018-04-12,2280,20,30,39,428,6596,121,369,20
2018-04-13,2255,19,10,22,404,7243,95,401,12
2018-04-14,2292,24,17,46,351,8035,144,359,18
2018-04-15,4519,18,22,33,431,9419,157,386,12
2018-04-16,2554,15,10,35,370,7515,122,363,12
2018-04-17,3014,36,19,52,392,7498,112,376,35
2018-04-18,2296,16,13,25,404,7210,95,349,9
2018-04-19,2284,66,15,21,400,7069,90,456,7
2018-04-20,2944,164,10,26,410,6733,129,350,14
2018-04-21,2199,8,18,26,427,7703,126,343,14
2018-04-22,2435,31,16,36,406,12794,146,351,16
2018-04-23,2271,16,22,38,471,7617,119,368,19
2018-04-24,2632,18,16,35,448,6122,133,335,12
2018-04-25,2518,17,13,31,450,6210,126,373,19
2018-04-26,8222,21,9,29,426,6141,111,376,347
2018-04-27,2965,10,9,25,365,6415,110,344,78
2018-04-28,2150,11,15,27,366,7373,133,319,47
2018-04-29,2359,8,12,38,390,9105,134,318,36
2018-04-30,2327,13,8,35,464,8339,137,344,17
2018-05-01,2883,16,15,28,448,7224,131,295,14
2018-05-02,2750,9,10,24,391,6731,109,370,15
2018-05-03,2206,24,16,27,378,7948,138,375,14
2018-05-04,2410,11,9,30,360,6941,123,319,9
2018-05-05,2378,15,13,29,329,8188,138,278,18
2018-05-06,2386,8,16,19,348,9518,171,298,10
2018-05-07,2300,24,14,33,354,8477,165,384,13
2018-05-08,2024,10,14,31,392,7379,142,353,10
2018-05-09,2622,9,12,35,325,6702,198,341,16
2018-05-10,2659,15,53,40,359,10653,142,327,20
2018-05-11,2002,30,18,19,316,9333,140,353,11
2018-05-12,2097,13,11,17,307,9375,165,323,14
2018-05-13,2679,20,9,33,306,9364,237,396,13
2018-05-14,3788,14,13,32,352,8049,227,375,10
2018-05-15,2109,8,11,25,376,8154,197,314,12
2018-05-16,2061,22,15,22,402,6957,166,338,12
2018-05-17,3065,20,12,36,541,6777,214,328,15
2018-05-18,2013,15,13,30,355,7847,197,338,8
2018-05-19,1906,16,19,26,346,7753,187,315,11
2018-05-20,2191,16,15,20,305,8466,203,340,12
2018-05-21,2313,24,10,30,374,7814,287,352,8
2018-05-22,2153,29,11,30,399,7247,212,306,10
2018-05-23,2104,24,19,29,506,6898,211,337,20
2018-05-24,2233,15,19,29,402,7681,210,326,19
2018-05-25,2612,8,7,17,355,9083,250,298,8
2018-05-26,2223,15,8,19,298,8033,282,290,9
2018-05-27,2804,17,17,21,343,8497,326,302,12
2018-05-28,4669,26,12,32,325,8580,398,296,18
2018-05-29,2759,25,8,23,329,6884,266,306,19
2018-05-30,3225,26,27,29,353,6616,243,307,26
2018-05-31,2945,14,14,27,344,6711,211,325,10
2018-06-01,2091,13,10,26,312,6814,192,300,12
2018-06-02,2381,14,13,19,280,8397,237,271,11
2018-06-03,2695,11,16,20,282,9628,235,303,8
2018-06-04,3077,11,8,28,293,9272,220,307,12
2018-06-05,2201,14,16,36,322,7915,184,304,12
2018-06-06,2245,11,13,22,318,7839,180,260,11
2018-06-07,2721,13,15,15,369,7878,203,306,14
2018-06-08,2335,11,16,20,352,7880,201,298,17
2018-06-09,2183,12,10,27,318,8481,215,297,11
2018-06-10,2386,8,7,34,336,10761,236,305,14
2018-06-11,3323,26,22,60,303,8365,218,286,15
2018-06-12,2805,20,22,31,296,7607,230,281,12
2018-06-13,2391,16,13,28,319,7306,235,275,12
2018-06-14,0,0,0,0,0,0,0,0,0
2018-06-15,1992,9,14,21,290,6892,280,299,19
2018-06-16,3049,10,9,25,287,7146,271,263,10
2018-06-17,2297,14,17,24,266,9716,292,297,11
