Date,"Weird Tales","Grace Sherwood","Dredd","Battle of Prokhorovka","Blade Runner","Noye's Fludde","God of War III","Project Y","Dire wolf"
2018-02-23,226,37,1951,261,10601,71,843,71,1256
2018-02-24,193,48,4097,231,15210,43,867,59,1329
2018-02-25,190,60,4637,291,16646,75,979,90,1471
2018-02-26,241,39,2120,300,11565,64,857,84,1408
2018-02-27,199,33,1537,305,8828,61,871,82,1385
2018-02-28,202,27,1373,233,8770,39,814,69,1318
2018-03-01,199,59,1558,250,8641,60,885,72,1458
2018-03-02,184,48,2034,281,9976,49,1153,88,1398
2018-03-03,221,56,1713,257,12567,48,854,113,1378
2018-03-04,180,66,1736,273,14990,49,1010,129,1367
2018-03-05,224,35,1491,277,23137,75,914,112,1448
2018-03-06,202,38,1125,278,11424,74,1022,231,1541
2018-03-07,210,27,4723,222,9682,76,1149,130,1597
2018-03-08,271,38,7376,249,9748,49,1115,129,1441
2018-03-09,171,41,2266,296,9124,47,1040,117,1382
2018-03-10,325,37,3695,241,12052,60,1078,86,1244
2018-03-11,245,35,2931,237,14369,57,1333,88,1507
2018-03-12,276,50,2867,262,10845,71,1254,82,1337
2018-03-13,268,43,2451,283,8487,93,1375,66,1375
2018-03-14,228,35,2230,264,7472,51,1237,105,1354
2018-03-15,243,45,2444,450,7487,36,1370,101,1242
2018-03-16,233,41,1946,309,7798,45,1259,67,1292
2018-03-17,205,44,2194,227,10061,54,1267,64,1314
2018-03-18,207,48,2400,230,11330,39,1319,70,1416
2018-03-19,227,54,1861,282,8873,65,3246,88,1455
2018-03-20,219,63,1511,256,7431,61,3015,74,1411
2018-03-21,219,48,1552,254,7544,75,2022,91,1449
2018-03-22,203,57,1831,251,7018,86,2561,75,1497
2018-03-23,211,47,1488,259,6959,67,2087,100,1175
2018-03-24,157,47,1602,236,8765,76,1685,69,1307
2018-03-25,185,50,1571,238,10068,72,1694,71,1372
2018-03-26,240,87,1367,330,7808,72,1747,56,1683
2018-03-27,224,72,1299,409,7007,74,1616,77,1526
2018-03-28,230,47,1425,412,6581,75,1526,311,1461
2018-03-29,190,43,1569,436,6870,50,1518,93,1424
2018-03-30,197,52,1230,397,7876,68,1584,89,1355
2018-03-31,165,53,1352,435,9694,56,1569,64,1344
2018-04-01,186,68,1556,262,10195,61,1592,62,1475
2018-04-02,211,56,1382,279,9362,74,1815,87,1526
2018-04-03,236,56,1451,286,7103,54,1780,76,1335
2018-04-04,215,38,1220,233,6430,59,1742,92,1337
2018-04-05,199,71,1510,332,6323,62,1735,123,1350
2018-04-06,178,58,1342,333,6536,78,1805,90,1288
2018-04-07,159,49,1677,270,7634,65,1714,61,1303
2018-04-08,200,55,1471,373,8450,67,1914,70,1500
2018-04-09,235,53,1453,350,6999,51,2280,133,1477
2018-04-10,199,49,1194,281,6147,76,2514,88,1601
2018-04-11,171,52,1356,322,5937,57,2584,100,1425
2018-04-12,218,66,1205,393,5685,104,8199,99,1335
2018-04-13,162,67,1187,302,5790,70,7154,74,1713
2018-04-14,185,78,1245,227,6573,65,4762,69,1360
2018-04-15,191,82,1275,281,7844,70,5252,104,1403
2018-04-16,201,41,1139,308,6577,50,5959,96,2766
2018-04-17,212,57,1041,256,5542,64,5569,85,4581
2018-04-18,372,33,893,251,5174,67,5293,88,3503
2018-04-19,210,46,1077,279,4903,56,9376,80,5954
2018-04-20,203,30,928,237,5106,64,22732,74,3552
2018-04-21,197,51,919,228,6009,57,21813,45,2486
2018-04-22,159,43,1122,246,7123,68,20536,86,2821
2018-04-23,195,51,1091,260,5954,68,18946,94,2246
2018-04-24,285,48,1338,264,5196,53,14657,96,2152
2018-04-25,207,41,1066,274,4889,38,13088,124,2218
2018-04-26,177,53,1210,299,4842,39,11818,113,2543
2018-04-27,131,36,861,227,4733,39,10081,84,2079
2018-04-28,129,34,994,194,4934,55,8199,106,2538
2018-04-29,164,40,1685,223,6311,74,8454,90,1854
2018-04-30,194,32,1557,237,5533,51,8353,96,1787
2018-05-01,206,39,1376,244,5192,67,6698,86,1735
2018-05-02,620,36,1244,273,4832,53,5775,86,1485
2018-05-03,280,51,1040,313,4565,60,5726,85,1390
2018-05-04,182,66,1112,286,4880,54,5688,114,1506
2018-05-05,187,28,1127,238,8503,34,5402,64,1343
2018-05-06,211,53,1048,218,6768,37,5760,2458,1438
2018-05-07,198,39,1359,302,5981,63,6028,194,1425
2018-05-08,234,50,1224,291,5582,58,4336,113,1352
2018-05-09,245,43,950,356,5175,50,4316,81,1541
2018-05-10,229,42,920,275,6121,32,4108,96,1805
2018-05-11,196,50,997,239,5867,51,3654,140,2960
2018-05-12,207,37,1026,203,7592,49,3537,79,1535
2018-05-13,179,40,1074,306,7375,56,3699,97,1514
2018-05-14,206,44,1166,348,6048,69,3281,112,1589
2018-05-15,201,54,820,279,5226,47,3105,101,1548
2018-05-16,259,61,926,256,5193,53,2789,107,1462
2018-05-17,226,58,1032,312,5231,48,2738,61,1448
2018-05-18,196,43,1395,289,5123,58,2325,87,1433
2018-05-19,189,36,1201,209,5496,57,2434,70,1278
2018-05-20,196,48,1331,216,6198,66,2930,90,1422
2018-05-21,219,44,1250,377,5499,67,2762,88,1480
2018-05-22,230,67,1344,351,4973,42,2412,72,1700
2018-05-23,214,56,1199,266,5090,58,2252,84,2196
2018-05-24,398,189,959,297,4776,39,2324,100,1597
2018-05-25,184,79,997,285,4978,34,1948,66,22438
2018-05-26,154,81,1055,240,5358,40,2063,62,13620
2018-05-27,203,70,1189,259,5936,44,2267,77,6204
2018-05-28,206,52,1535,326,5959,38,2220,81,4928
2018-05-29,225,39,1109,234,5691,42,2067,75,3220
2018-05-30,166,71,1034,262,4823,49,1833,94,2487
2018-05-31,190,52,1013,280,4702,43,1774,70,2150
2018-06-01,192,52,1141,260,4767,52,1529,80,1888
2018-06-02,214,51,1091,222,6744,50,1825,384,1974
2018-06-03,196,39,1294,230,29933,45,1937,136,2264
2018-06-04,221,45,3647,258,16253,58,1836,95,2052
2018-06-05,183,43,1487,248,9699,41,1680,135,1712
2018-06-06,326,51,1044,298,13464,55,1568,98,2018
2018-06-07,199,54,1046,283,7897,43,1391,95,1902
2018-06-08,171,59,1165,242,8916,63,1535,78,1940
2018-06-09,169,38,1075,200,10745,57,1622,63,1797
2018-06-10,157,60,1217,195,11509,54,1800,73,1881
2018-06-11,195,58,1518,256,10260,151,1753,79,1999
2018-06-12,179,70,1048,203,7821,65,1664,81,1837
2018-06-13,160,53,1042,250,6791,75,1539,126,1897
2018-06-14,0,0,0,0,0,0,0,0,0
2018-06-15,155,53,1356,248,10814,74,1346,81,2088
2018-06-16,169,42,986,200,13300,42,1401,79,1692
2018-06-17,159,56,1159,276,12901,55,1761,77,2464
