Date,"Columbia River","McDonnell Douglas A-4G Skyhawk","Audioslave","Murder of Dwayne Jones","2012 Tour de France","1983 Atlantic hurricane season","Monte Ne","Kill 'Em All","Calvatia sculpta"
2016-11-22,1578,65,1291,46,68,50,27,2535,13
2016-11-23,1819,60,1256,42,47,22,24,2290,12
2016-11-24,1277,59,1346,35,53,41,27,1988,20
2016-11-25,1351,58,1252,39,63,44,35,1823,10
2016-11-26,1139,68,1213,32,65,49,43,2031,20
2016-11-27,931,82,1397,43,56,36,40,1848,12
2016-11-28,964,45,1401,39,57,28,28,1693,18
2016-11-29,1046,67,1367,45,69,32,18,1754,26
2016-11-30,970,49,1335,38,49,27,19,1631,26
2016-12-01,1001,46,1429,46,57,30,29,1514,18
2016-12-02,934,40,1406,45,55,34,23,1465,31
2016-12-03,751,63,1517,55,63,46,26,1396,22
2016-12-04,752,55,1377,35,58,35,35,1494,24
2016-12-05,1023,69,1298,46,60,33,28,1420,24
2016-12-06,1077,74,1233,41,82,25,33,1375,29
2016-12-07,2052,58,1300,44,53,25,43,1355,13
2016-12-08,2644,55,1363,44,65,25,41,1306,17
2016-12-09,3058,74,1345,61,67,30,39,1265,27
2016-12-10,2412,61,1270,57,50,30,38,1145,17
2016-12-11,1184,59,1306,44,72,28,27,1122,22
2016-12-12,1080,54,1247,51,66,21,31,1173,21
2016-12-13,1026,56,1302,50,71,24,37,1235,17
2016-12-14,907,58,1171,41,51,35,24,1223,16
2016-12-15,777,52,1174,47,54,29,36,1344,14
2016-12-16,631,58,1331,39,93,31,24,1294,16
2016-12-17,608,56,1256,50,85,45,18,1352,12
2016-12-18,695,60,1166,36,127,27,25,1157,19
2016-12-19,754,49,1222,41,80,36,16,1195,12
2016-12-20,702,59,1214,29,81,21,27,1201,13
2016-12-21,710,42,1288,34,84,24,20,1281,17
2016-12-22,726,58,1273,31,73,29,29,1212,18
2016-12-23,571,67,1284,29,60,511,28,1168,16
2016-12-24,525,47,1097,25,61,508,30,1061,9
2016-12-25,1214,60,1519,25,37,20,35,1048,83
2016-12-26,791,42,1035,47,44,28,534,1575,8
2016-12-27,728,191,1093,303,43,25,42,1169,10
2016-12-28,952,74,1234,51,267,24,38,1115,16
2016-12-29,788,68,1284,33,208,22,31,1142,19
2016-12-30,749,54,1347,23,99,23,18,1030,12
2016-12-31,702,43,1313,28,67,12,34,1073,6
2017-01-01,669,51,1319,33,46,21,29,932,10
2017-01-02,795,46,1200,46,64,19,47,972,11
2017-01-03,817,60,1296,51,78,46,28,1115,14
2017-01-04,852,78,1226,41,66,37,33,1073,9
2017-01-05,808,66,1407,61,84,28,36,1069,25
2017-01-06,903,89,1407,58,90,47,32,1093,13
2017-01-07,729,60,1400,84,116,31,27,1025,12
2017-01-08,951,55,1369,52,80,31,34,1015,15
2017-01-09,1071,73,1263,56,66,23,37,1109,10
2017-01-10,841,65,1285,42,79,24,38,1106,14
2017-01-11,956,54,1399,36,81,32,55,1236,17
2017-01-12,1132,65,1704,47,80,29,66,1360,25
2017-01-13,846,53,1647,42,78,20,30,1265,13
2017-01-14,921,47,1729,31,52,23,35,1162,13
2017-01-15,1278,68,1587,41,62,18,45,1121,13
2017-01-16,1254,60,1358,45,84,35,77,1091,46
