Date,"Hugh de Neville","Allah jang Palsoe","Powderfinger","George Bernard Shaw","Rosetta Stone","Seri Rambai","The Elder Scrolls IV: Oblivion","Neal Dow","SMS Kaiser (1911)"
2015-07-01,10,3,126,2182,2412,0,1422,5,21
2015-07-02,11,1,163,2156,2452,0,1447,4,16
2015-07-03,9,0,163,1857,2078,0,1461,3,22
2015-07-04,9,1,185,2097,2207,0,1386,3,26
2015-07-05,14,2,214,2212,2537,0,1440,3,22
2015-07-06,8,1,165,2131,2581,0,1703,3,17
2015-07-07,17,2,151,2153,2757,0,1510,5,35
2015-07-08,12,3,170,2041,2725,0,1395,3,22
2015-07-09,14,2,198,2132,2396,0,1435,2,27
2015-07-10,21,4,195,1962,2765,0,1384,5,20
2015-07-11,14,2,177,1762,2563,0,1275,5,37
2015-07-12,9,1,168,1998,2611,0,1385,4,33
2015-07-13,8,0,146,2239,2719,0,1436,3,18
2015-07-14,15,2,175,2151,2842,0,1472,2,32
2015-07-15,12,16,178,1988,6444,0,1383,8,26
2015-07-16,6,3,166,2074,3643,0,1393,3,27
2015-07-17,8,4,157,1934,2619,0,1334,3,26
2015-07-18,14,4,154,1876,2353,0,1287,2,15
2015-07-19,12,4,169,1891,6090,0,1364,5,21
2015-07-20,13,1,190,2093,4245,0,1487,2,27
2015-07-21,8,2,173,2102,3034,0,1415,1,16
2015-07-22,15,2,175,2025,3145,0,1459,2,29
2015-07-23,18,2,206,2088,2727,0,1436,2,19
2015-07-24,15,2,199,1990,2498,0,1466,4,35
2015-07-25,14,16,164,2008,2185,0,1339,6,30
2015-07-26,11,3,135,3540,2604,0,1513,2,21
2015-07-27,17,2,144,2623,2898,0,1450,5,38
2015-07-28,12,4,206,2200,2686,0,1341,5,29
2015-07-29,20,2,176,2189,2481,0,1362,1,54
2015-07-30,21,4,169,2333,2794,0,1270,4,39
2015-07-31,17,0,174,2250,2501,0,1592,1,32
2015-08-01,31,0,184,1872,2476,0,1217,2,27
2015-08-02,13,2,164,2077,2471,0,1410,3,40
2015-08-03,33,2,155,1989,2400,0,1265,1,35
2015-08-04,32,4,173,2114,2341,0,1240,3,36
2015-08-05,11,2,189,2096,2673,0,1163,5,20
2015-08-06,18,0,207,2072,2458,0,1114,2,35
2015-08-07,12,3,191,2009,2226,0,1155,2,30
2015-08-08,16,1,152,1945,2126,0,1108,3,145
2015-08-09,15,2,149,1941,2320,0,1158,0,29
2015-08-10,16,3,170,1940,2516,0,1210,3,20
2015-08-11,19,4,168,2017,3011,0,1197,3,35
2015-08-12,18,2,191,2080,3285,0,1182,4,29
2015-08-13,15,1,167,2109,3402,0,1195,6,22
2015-08-14,15,3,187,1912,2546,0,1191,4,22
2015-08-15,13,3,175,1849,2294,0,1115,2,25
2015-08-16,22,3,190,2875,3030,0,1192,0,26
2015-08-17,18,4,197,2178,3024,0,1240,6,29
2015-08-18,9,3,175,2153,3311,0,1180,4,37
2015-08-19,12,4,179,2098,3042,0,1175,2,20
2015-08-20,25,1,154,1974,2935,0,1041,3,23
2015-08-21,15,1,197,1887,2470,0,1163,2,19
2015-08-22,6,1,185,1938,2264,0,1122,3,17
2015-08-23,13,5,172,2115,2646,0,1253,4,27
2015-08-24,18,2,220,2259,3113,0,1196,2,38
2015-08-25,17,3,227,2409,3132,0,1147,4,29
2015-08-26,13,3,192,2328,3050,0,1174,1,38
2015-08-27,13,1,219,2107,2830,0,1238,3,26
2015-08-28,13,2,244,1922,2637,0,1038,4,23
2015-08-29,17,3,180,1825,2541,0,1111,6,19
2015-08-30,11,0,160,2019,2925,0,1156,3,31
2015-08-31,10,2,162,2249,4602,0,1199,2,39
2015-09-01,19,3,173,2322,3390,0,1118,10,44
2015-09-02,12,2,165,2055,4505,0,1097,1,28
2015-09-03,16,9,196,2224,3412,0,1066,3,34
2015-09-04,26,3,182,2077,2817,0,1080,8,27
2015-09-05,14,8,166,1786,2218,0,1092,5,23
2015-09-06,21,1,178,1914,2426,0,1258,3,25
2015-09-07,14,3,180,2274,2793,0,1220,8,34
2015-09-08,20,7,188,2543,3308,0,1188,18,31
2015-09-09,14,4,202,2463,3332,0,1031,10,29
2015-09-10,21,2,175,2423,3432,0,1047,4,20
2015-09-11,53,1,216,2115,2980,0,1158,3,63
2015-09-12,8,3,219,1992,2387,0,1092,3,20
2015-09-13,17,1,161,2418,2596,0,1265,1,30
2015-09-14,12,2,267,2485,3344,0,1120,0,37
2015-09-15,18,3,179,2591,3438,0,1078,3,35
2015-09-16,15,2,136,2793,3326,0,1032,1,30
2015-09-17,14,2,168,2550,3372,0,1061,2,39
2015-09-18,7,0,193,2201,3593,0,983,11,22
2015-09-19,13,3,176,2958,2489,0,1073,7,25
2015-09-20,12,3,171,2823,2985,0,1199,1,21
2015-09-21,13,0,149,2766,3645,0,1164,8,20
2015-09-22,20,3,162,2515,3340,0,1032,5,22
2015-09-23,20,2,190,2420,3331,0,1150,4,34
2015-09-24,12,0,189,2329,3441,0,1112,8,21
2015-09-25,12,2,170,2596,2732,0,959,0,29
2015-09-26,4,2,139,1962,2224,0,1071,3,27
2015-09-27,18,2,142,2231,6678,0,1188,1,19
2015-09-28,18,2,188,2561,3778,0,1142,2,27
2015-09-29,22,4,145,2671,3650,0,1148,7,20
2015-09-30,10,5,138,2501,3406,0,1056,9,30
2015-10-01,15,2,194,2542,3147,0,945,5,24
2015-10-02,13,3,159,2045,3213,0,973,2,34
2015-10-03,23,3,168,1990,2511,0,1117,1,33
2015-10-04,12,0,149,2241,4274,0,1153,5,17
2015-10-05,11,2,149,2406,4089,0,1115,3,24
2015-10-06,21,0,146,2571,3779,0,1098,5,20
2015-10-07,17,2,146,2455,3462,0,1118,9,28
2015-10-08,13,0,201,2465,3578,0,998,2,20
2015-10-09,19,1,181,2336,3335,0,1002,1,27
2015-10-10,14,0,172,1897,2974,0,1021,24,27
2015-10-11,10,2,163,2150,2829,0,1145,17,26
2015-10-12,14,3,167,2907,3370,0,1174,22,20
2015-10-13,13,5,167,2591,3484,0,1045,48,23
2015-10-14,15,2,192,2406,3386,0,1014,54,24
2015-10-15,13,0,195,2385,3108,0,1110,121,38
2015-10-16,7,1,163,2063,2897,0,1110,77,16
2015-10-17,12,3,161,1881,2364,0,1015,23,23
2015-10-18,18,1,154,2109,2672,0,1312,49,31
2015-10-19,19,3,170,3309,3385,0,1290,120,30
2015-10-20,18,1,177,2562,3215,0,1151,139,37
2015-10-21,21,0,157,2455,3430,0,1054,131,22
2015-10-22,15,5,179,2162,3525,0,1078,175,34
2015-10-23,20,4,183,2180,3020,0,1107,137,23
2015-10-24,5,3,169,1940,2301,0,1170,21,15
2015-10-25,17,1,220,2154,2776,0,1262,53,31
2015-10-26,17,1,143,2568,3401,0,1240,203,27
2015-10-27,12,1,166,2544,3407,0,1244,156,38
2015-10-28,27,8,178,2295,3739,0,1206,156,27
2015-10-29,21,3,176,2093,3350,0,1118,198,33
2015-10-30,28,4,198,2073,2678,0,1184,136,46
2015-10-31,17,0,170,1775,2166,0,1169,45,27
2015-11-01,20,3,136,2097,2533,0,1244,86,34
2015-11-02,13,2,172,3430,3207,0,1493,222,32
2015-11-03,15,0,178,2803,3157,0,1481,479,29
2015-11-04,22,1,165,2474,3361,0,1619,277,26
2015-11-05,10,2,225,2827,3225,0,1703,242,32
2015-11-06,20,1,266,2165,3305,0,1610,282,35
2015-11-07,16,2,245,2065,3561,0,1657,56,29
2015-11-08,12,1,197,2310,2874,0,1913,89,35
2015-11-09,9,0,196,2497,4375,0,2634,274,19
2015-11-10,10,2,214,2438,3699,0,3248,208,20
2015-11-11,9,0,269,2455,3236,0,2746,171,20
2015-11-12,28,4,240,2450,3595,0,2436,309,40
2015-11-13,10,4,182,2092,3059,0,2055,201,24
2015-11-14,14,3,155,2005,2454,0,1844,46,32
2015-11-15,12,4,211,2238,2610,0,1968,87,37
2015-11-16,21,3,197,2469,3172,0,2031,252,34
2015-11-17,13,2,184,2644,3302,0,1892,249,22
2015-11-18,16,2,154,3670,3220,0,1785,199,54
2015-11-19,10,3,197,2569,3219,0,1686,193,36
2015-11-20,12,4,173,2195,2910,0,1586,171,23
2015-11-21,13,3,178,1937,2192,0,1582,25,20
2015-11-22,13,4,157,2129,2599,0,1842,60,17
2015-11-23,18,0,172,2354,3105,0,1762,160,27
2015-11-24,12,4,185,2256,4368,0,1647,134,29
2015-11-25,16,2,166,2035,2650,0,1527,87,34
2015-11-26,17,1,254,1985,2377,0,1612,31,33
2015-11-27,17,3,174,1977,2575,0,1624,35,27
2015-11-28,10,1,189,2140,2760,0,1740,36,19
2015-11-29,16,3,176,2385,2957,0,1825,53,20
2015-11-30,9,2,176,2528,3224,0,1871,181,26
2015-12-01,12,0,156,2616,3277,0,1693,161,26
2015-12-02,15,3,290,2521,3027,0,1557,147,27
2015-12-03,10,1,160,2858,3272,0,1401,133,15
2015-12-04,8,1,182,2277,2814,0,1416,100,23
2015-12-05,17,2,174,1852,2124,0,1507,19,43
2015-12-06,12,1,144,2333,2697,0,1526,63,14
2015-12-07,8,2,157,2635,3129,0,1531,130,15
2015-12-08,9,2,173,2490,3121,0,1467,120,25
2015-12-09,12,2,178,2435,3062,0,1421,115,32
2015-12-10,12,2,165,2497,3113,0,1313,77,25
2015-12-11,16,4,155,2302,2812,0,1271,56,29
2015-12-12,12,1,225,2033,2141,0,1313,21,24
2015-12-13,9,3,266,2280,2892,0,1542,50,15
2015-12-14,18,2,156,2520,3739,0,1478,80,18
2015-12-15,15,2,177,2459,3424,0,1535,71,26
2015-12-16,14,4,149,2391,2945,0,1261,124,23
2015-12-17,14,1,159,2260,3144,0,1197,80,32
2015-12-18,12,1,155,1908,2461,0,1136,50,16
2015-12-19,10,0,151,1761,1896,0,1008,13,31
2015-12-20,5,0,152,1925,2167,0,1246,29,18
2015-12-21,9,0,157,2210,2448,0,1298,43,14
2015-12-22,7,4,133,1954,2288,0,1401,59,18
2015-12-23,4,1,136,2043,2372,0,1533,34,22
2015-12-24,18,1,128,1714,2189,0,1242,14,24
2015-12-25,5,2,122,1732,2245,0,1167,8,12
2015-12-26,12,2,125,1843,2334,0,1361,17,32
2015-12-27,15,1,134,2075,2728,0,1471,18,27
2015-12-28,12,2,148,2153,2816,0,1499,15,25
2015-12-29,13,1,149,1969,2814,0,1534,18,30
2015-12-30,14,6,138,2426,2590,0,1473,18,20
2015-12-31,19,2,176,1895,2233,0,1337,9,26
2016-01-01,9,2,166,3184,2114,0,1375,21,26
2016-01-02,24,0,153,2489,2642,0,1624,18,26
2016-01-03,16,13,146,2381,3339,0,1611,32,25
2016-01-04,31,1,175,2459,4234,0,1507,48,26
2016-01-05,11,27,144,2602,3418,0,1442,46,19
2016-01-06,14,9,166,2497,3225,0,1303,66,33
2016-01-07,10,86,161,2732,3473,0,1201,51,21
2016-01-08,13,39,201,2338,2882,0,1297,26,30
2016-01-09,11,36,173,2389,2645,0,1187,14,24
2016-01-10,13,5,136,2508,2918,0,1281,26,25
2016-01-11,16,19,151,2480,3061,0,1319,52,24
2016-01-12,11,5,144,2610,3350,0,1178,41,18
2016-01-13,3,13,145,2314,3166,0,1149,40,18
2016-01-14,10,4,237,2453,3058,0,1041,32,25
2016-01-15,10,7,175,2279,3548,0,1140,89,20
2016-01-16,14,26,167,1973,2418,0,1213,10,29
2016-01-17,9,29,160,2406,2581,0,1194,16,23
2016-01-18,9,42,136,2408,3075,0,1325,19,18
2016-01-19,8,42,139,2446,3110,0,1196,40,14
2016-01-20,5,23,149,2356,3229,0,1198,46,22
2016-01-21,12,10,182,2383,3120,0,1153,45,29
2016-01-22,50,30,189,2506,2855,0,1023,31,40
2016-01-23,130,32,164,2125,2529,0,1302,11,17
2016-01-24,15,9,195,2305,2889,0,1149,22,30
2016-01-25,17,6,243,2528,3758,0,1325,49,27
2016-01-26,14,6,332,2482,3491,0,1207,37,43
2016-01-27,9,5,214,3253,3362,0,1171,42,38
2016-01-28,9,12,308,2770,3952,0,1066,47,29
2016-01-29,7,4,258,2197,4425,0,1031,39,19
2016-01-30,17,62,203,2274,3418,0,1199,19,25
2016-01-31,5,94,169,3442,3446,0,1294,37,16
2016-02-01,11,92,126,3039,3845,0,1259,26,25
2016-02-02,10,100,181,2882,3443,0,1085,44,30
2016-02-03,4,79,182,3264,3333,0,1142,47,87
2016-02-04,11,84,168,2496,3557,0,1178,59,45
2016-02-05,12,82,179,2374,3247,0,1083,35,141
2016-02-06,11,71,174,2083,2589,0,1145,21,35
2016-02-07,9,84,148,2419,2869,0,1192,22,24
2016-02-08,13,84,155,2535,3221,0,1142,48,40
2016-02-09,12,95,168,2785,3307,0,1080,104,42
2016-02-10,11,96,151,2424,3133,0,1009,50,30
2016-02-11,11,84,207,2466,3112,0,1137,34,30
2016-02-12,14,93,212,2345,2910,0,989,49,31
2016-02-13,13,94,182,2377,2462,0,945,89,29
2016-02-14,18,77,141,2498,2597,0,1187,21,22
2016-02-15,18,81,152,2732,3386,0,1151,37,26
2016-02-16,16,83,160,2522,5566,0,1101,32,31
2016-02-17,9,72,141,2741,31492,0,1120,17,35
2016-02-18,11,74,121,2658,5394,0,1065,45,31
2016-02-19,20,89,166,3003,3984,0,1138,47,36
2016-02-20,11,65,155,2478,3243,0,994,18,27
2016-02-21,19,86,218,2657,3576,0,1157,24,22
2016-02-22,17,77,175,2806,3705,0,1210,53,24
2016-02-23,15,21,159,2837,3723,0,1142,47,28
2016-02-24,11,11,134,2852,3526,0,1050,33,21
2016-02-25,16,13,168,2616,4214,0,1096,37,23
2016-02-26,20,13,175,2375,3987,0,1020,52,20
2016-02-27,13,12,245,2313,3071,0,1096,17,24
2016-02-28,13,13,177,2975,3278,0,1060,22,31
2016-02-29,26,10,158,3072,3522,0,1033,77,30
2016-03-01,9,6,166,2867,3471,0,932,50,23
2016-03-02,13,5,169,2886,3582,0,1081,34,21
2016-03-03,17,8,155,2669,3489,0,1011,45,28
2016-03-04,19,3,172,2327,2969,0,1030,27,21
2016-03-05,17,12,172,2231,2564,0,1076,15,31
2016-03-06,13,8,161,2314,2756,0,1162,15,26
2016-03-07,10,8,157,2646,3280,0,1130,56,21
2016-03-08,12,6,134,2536,3188,0,1124,59,33
2016-03-09,26,14,152,2557,3281,0,1047,34,31
2016-03-10,10,9,192,2488,3218,0,1033,28,24
2016-03-11,14,12,159,2164,2966,0,996,34,30
2016-03-12,18,15,173,1945,2350,0,1097,13,30
2016-03-13,10,9,161,2212,3170,0,1268,18,31
2016-03-14,11,6,173,2719,6401,0,1150,56,29
2016-03-15,11,23,144,2720,3923,0,1073,59,30
2016-03-16,12,10,176,2970,3045,0,1060,71,21
2016-03-17,10,12,150,2843,3164,0,1071,59,32
2016-03-18,7,5,142,2475,2817,0,1045,39,27
2016-03-19,9,7,143,2179,2299,0,1205,18,32
2016-03-20,5,4,148,2378,2685,0,2526,28,32
2016-03-21,11,9,137,2539,3062,0,1686,30,32
2016-03-22,17,8,114,2354,2916,0,1206,21,29
2016-03-23,12,4,156,2274,2816,0,1162,22,26
2016-03-24,11,7,132,2407,2746,0,1268,46,17
2016-03-25,6,7,169,3107,2490,0,1119,23,27
2016-03-26,13,7,143,2261,2645,0,1094,6,21
2016-03-27,18,16,169,2339,2921,0,1290,19,27
2016-03-28,15,16,150,2632,3030,0,1281,20,25
2016-03-29,10,6,186,2663,2897,0,1197,24,27
2016-03-30,13,18,153,2582,2927,0,1055,31,37
2016-03-31,15,12,140,2792,2838,0,972,72,27
2016-04-01,15,15,160,2297,2584,0,1016,68,21
2016-04-02,11,8,144,3487,2388,0,1000,18,41
2016-04-03,10,11,134,2601,2937,45,1086,21,28
2016-04-04,12,10,147,2565,3026,103,1104,94,29
2016-04-05,10,10,138,2398,2856,91,1115,59,29
2016-04-06,10,12,145,2438,3054,54,1063,54,28
2016-04-07,9,9,173,2554,2898,31,1069,55,13
2016-04-08,7,9,161,2398,2774,98,1012,48,16
2016-04-09,16,12,227,2183,2428,59,916,21,34
2016-04-10,20,14,160,2646,2771,60,1237,16,27
2016-04-11,8,7,217,2630,3076,89,1162,57,33
2016-04-12,12,9,206,2639,2998,41,1124,54,37
2016-04-13,11,9,201,2594,2852,25,1190,50,25
2016-04-14,21,10,162,2411,2760,67,1031,48,35
2016-04-15,16,8,169,2233,2581,0,1010,49,33
2016-04-16,16,11,161,1789,2306,27,968,22,22
2016-04-17,13,10,184,2291,2696,53,1130,18,38
2016-04-18,14,9,167,2595,3860,29,1112,47,21
2016-04-19,16,11,200,2426,3659,15,1009,33,29
2016-04-20,9,8,238,2522,3309,6,1028,53,25
2016-04-21,12,8,177,2540,3775,71,1039,46,21
2016-04-22,11,15,188,2306,2707,51,996,53,29
2016-04-23,10,7,173,2696,2406,114,1086,21,35
2016-04-24,11,10,185,2484,2826,131,1161,23,31
2016-04-25,8,5,185,3579,3245,141,1226,48,18
2016-04-26,11,13,166,2611,3126,64,1409,51,32
2016-04-27,15,9,192,2540,3009,44,1286,59,38
2016-04-28,16,9,188,2530,2877,66,1148,54,35
2016-04-29,9,7,139,2216,2474,47,1052,34,29
2016-04-30,7,7,175,2044,3040,56,1007,18,30
2016-05-01,10,9,166,3256,2844,42,1183,26,22
2016-05-02,11,14,165,2654,3215,30,1141,43,46
2016-05-03,12,10,159,2506,3303,38,1039,49,30
2016-05-04,14,14,183,2618,2937,37,1063,49,28
2016-05-05,14,12,174,2381,2840,38,1067,43,38
2016-05-06,11,18,176,2084,2746,2655,1007,27,36
2016-05-07,16,10,154,1934,2509,101,944,6,44
2016-05-08,10,10,145,2257,2548,34,1024,15,43
2016-05-09,12,15,166,2697,3125,46,1164,28,29
2016-05-10,10,6,146,2545,4020,36,1048,38,29
2016-05-11,17,15,166,2586,2972,28,1051,17,23
2016-05-12,12,7,202,2387,3036,98,1013,34,29
2016-05-13,14,13,168,2820,2611,97,991,46,34
2016-05-14,13,14,172,1974,2569,28,1130,12,27
2016-05-15,11,12,155,2340,2789,51,1213,18,32
2016-05-16,15,6,140,2403,3114,16,1270,27,27
2016-05-17,6,10,175,2459,2976,24,1268,27,32
2016-05-18,9,7,156,2324,4569,12,1211,29,20
2016-05-19,17,14,163,2344,3056,8,1178,27,26
2016-05-20,9,8,158,2163,2940,16,1024,9,21
2016-05-21,22,14,181,1980,2836,9,1043,11,31
2016-05-22,6,6,161,2334,3382,13,1173,14,36
2016-05-23,17,11,159,2479,3502,42,1241,27,26
2016-05-24,14,9,164,2558,3097,43,1197,27,33
2016-05-25,20,12,199,2156,3019,14,1147,14,29
2016-05-26,23,12,152,2181,2720,87,1090,21,29
2016-05-27,8,7,161,1969,2535,13,1047,11,37
2016-05-28,12,7,182,1905,2655,5,1213,8,38
2016-05-29,14,9,136,2217,2761,5,1229,12,34
2016-05-30,14,10,155,2556,3219,15,1204,20,51
2016-05-31,12,8,168,2469,3188,20,1494,20,132
2016-06-01,10,8,174,2547,3040,18,1348,30,89
2016-06-02,15,12,192,2327,3460,13,1188,59,63
2016-06-03,17,13,194,2225,2967,6,1181,32,47
2016-06-04,9,11,147,2133,3058,131,1227,18,35
2016-06-05,16,8,153,2940,2986,91,1393,12,32
2016-06-06,15,4,153,2630,3080,2,1317,18,33
2016-06-07,10,9,168,2424,2995,5,1608,32,46
2016-06-08,6,8,159,2236,2923,3,1592,41,35
2016-06-09,7,10,182,2141,2650,2,1468,35,27
2016-06-10,8,4,160,1964,2533,4,1369,11,26
2016-06-11,8,4,200,1985,2423,8,1489,18,21
2016-06-12,14,7,140,2228,2680,1,1886,26,32
2016-06-13,16,10,156,2415,2846,3,3909,23,29
2016-06-14,24,16,168,3273,2699,15,2266,9,35
2016-06-15,26,14,180,2141,2753,2,2018,17,40
2016-06-16,20,15,174,2066,2448,1,1774,11,44
2016-06-17,10,12,156,1960,2299,11,1439,13,46
2016-06-18,18,12,131,1897,2537,19,1514,9,40
2016-06-19,18,13,194,2081,2462,8,1726,19,75
2016-06-20,13,7,212,2177,2589,13,1564,17,166
2016-06-21,16,11,189,2141,2715,7,1469,26,82
2016-06-22,4,6,174,2017,2670,13,1410,17,37
2016-06-23,4,5,149,1906,2573,19,1517,43,23
2016-06-24,8,9,172,2517,2362,7,1358,14,33
2016-06-25,14,12,167,2274,2167,3,1399,8,19
2016-06-26,4,6,191,1882,2342,7,1553,11,31
2016-06-27,17,13,171,2083,2470,9,1621,12,32
2016-06-28,4,11,161,2129,2494,12,1498,14,50
2016-06-29,15,11,145,2159,2693,13,1620,17,44
2016-06-30,8,9,138,1917,2453,8,1426,13,35
2016-07-01,11,5,169,1849,2425,2,1348,20,35
2016-07-02,16,7,136,1653,2271,3,1364,8,33
2016-07-03,12,7,169,1917,2550,2,1617,9,28
2016-07-04,23,16,143,2275,2518,4,1676,53,23
2016-07-05,6,5,154,2090,2697,9,1517,29,156
2016-07-06,10,10,180,1808,2587,3,1549,16,330
2016-07-07,14,12,178,1850,2469,7,1325,11,252
2016-07-08,6,5,194,1686,2114,5,1847,11,88
2016-07-09,9,7,176,1796,2134,4,1224,10,95
2016-07-10,10,9,172,1942,2362,2,1324,15,83
2016-07-11,12,9,160,2005,2552,2,1339,36,71
2016-07-12,34,11,156,1902,2582,7,1377,9,89
2016-07-13,4,7,162,1783,2544,6,1170,8,60
2016-07-14,6,7,135,1808,2691,7,1078,15,47
2016-07-15,13,15,186,1758,51137,4,1084,11,46
2016-07-16,11,3,157,1624,16497,2,1089,12,37
2016-07-17,16,11,138,2023,3395,2,1140,15,31
2016-07-18,12,5,158,1948,2829,4,1129,26,34
2016-07-19,12,9,137,1931,6779,4,1076,29,40
2016-07-20,5,8,178,1899,4155,1,1004,9,43
2016-07-21,8,7,175,1852,2518,3,1008,11,41
2016-07-22,10,11,164,1846,2509,2,981,15,43
2016-07-23,5,5,148,2061,2224,2,1001,9,48
2016-07-24,12,16,140,2215,2708,8,949,20,42
2016-07-25,16,14,135,2784,2597,1,1101,59,38
2016-07-26,17,13,193,6237,2805,10,1083,23,37
2016-07-27,5,8,162,2838,2701,6,977,21,31
2016-07-28,12,10,175,2158,2829,2,982,20,41
2016-07-29,16,12,170,1825,2345,2,1016,16,46
2016-07-30,12,11,159,1768,2522,2,1053,16,34
2016-07-31,14,13,171,2094,2634,5,1042,25,41
2016-08-01,7,6,159,2286,2571,2,1031,19,39
2016-08-02,15,13,203,2100,2658,6,1018,19,35
2016-08-03,14,11,744,2073,2606,7,1043,23,49
2016-08-04,9,6,337,1948,2578,4,1117,11,35
2016-08-05,14,21,345,1829,2263,4,1164,67,30
2016-08-06,15,10,311,1736,2034,1,1133,16,37
2016-08-07,7,11,269,1828,2230,2,1246,18,21
2016-08-08,10,7,205,1903,2366,22,1224,19,37
2016-08-09,10,9,185,1798,2403,1,1199,17,33
2016-08-10,11,7,189,1894,2227,2,1178,14,54
2016-08-11,9,6,184,1923,2387,5,1152,14,42
2016-08-12,7,5,186,1925,2544,1,1092,32,26
2016-08-13,9,6,180,1619,2298,2,1100,32,33
2016-08-14,13,14,202,1874,2335,3,1210,19,35
2016-08-15,9,12,196,1961,2489,1,1232,4236,35
2016-08-16,5,5,194,1873,2407,3,1126,77,45
2016-08-17,8,3,194,1997,2506,4,992,24,66
2016-08-18,8,10,196,1915,2686,3,1028,38,143
2016-08-19,17,11,191,2189,2489,3,1015,15,150
2016-08-20,10,9,220,2006,2201,8,931,17,123
2016-08-21,21,17,201,2145,2313,3,1028,29,140
2016-08-22,14,9,229,2251,2748,6,1142,27,142
2016-08-23,18,14,216,2107,2815,3,1042,19,73
2016-08-24,16,9,199,2049,2914,4,999,17,70
2016-08-25,13,17,207,1940,3298,3,1041,14,68
2016-08-26,16,9,216,2108,2999,2,1045,30,60
2016-08-27,10,9,185,1866,2446,4,1006,68,72
2016-08-28,8,9,169,1994,2769,6,1044,23,60
2016-08-29,13,10,189,2194,3087,3,1189,37,71
2016-08-30,14,11,230,2242,3143,3,1060,22,99
2016-08-31,9,15,187,2131,3107,5,983,31,64
2016-09-01,14,9,192,2097,3121,6,957,17,80
2016-09-02,15,12,335,2009,2907,3,928,15,66
2016-09-03,14,9,207,2023,2339,2,934,14,52
2016-09-04,7,9,185,2076,2625,4,970,6,70
2016-09-05,15,13,187,2527,3523,4,1134,13,57
2016-09-06,11,8,217,2249,4135,3,999,18,55
2016-09-07,8,2,194,2160,3794,2,927,19,37
2016-09-08,12,6,200,2128,3557,5,843,15,48
2016-09-09,15,11,177,1903,3106,2,902,15,48
2016-09-10,10,9,157,1803,2634,10,1047,18,47
2016-09-11,2,5,181,2020,2866,2,1133,15,60
2016-09-12,17,11,168,2141,4032,3,1086,16,51
2016-09-13,19,12,191,2508,3906,8,1064,33,44
2016-09-14,12,11,151,2149,3516,0,910,25,44
2016-09-15,11,4,157,2295,3382,1,959,17,44
2016-09-16,18,9,180,1951,3133,2,812,17,53
2016-09-17,10,8,150,1861,2539,6,871,9,46
2016-09-18,17,10,170,2092,3408,2,1024,18,62
2016-09-19,12,14,180,2316,3802,6,1059,35,53
2016-09-20,8,7,185,2175,3585,6,970,14,49
2016-09-21,10,13,190,2114,3738,1,881,20,55
2016-09-22,130,132,453,3405,4573,4,1231,22,53
2016-09-23,6,11,241,2118,3315,1,871,34,220
2016-09-24,11,10,142,2135,3002,1,871,14,29
2016-09-25,14,7,171,2393,4526,4,1053,17,33
2016-09-26,13,7,166,2417,4061,3,987,32,47
2016-09-27,6,6,158,2414,5999,1,844,35,53
2016-09-28,17,13,171,2434,3916,2,860,42,30
2016-09-29,13,10,586,2177,4256,0,919,27,48
2016-09-30,11,6,223,1880,9973,4,903,37,45
2016-10-01,15,9,194,1906,5701,3,949,20,33
2016-10-02,15,10,159,2199,4821,2,1027,16,44
2016-10-03,5,6,172,2275,5387,2,1021,100,30
2016-10-04,12,8,160,2134,4697,33,910,77,39
2016-10-05,11,7,155,2164,4211,40,802,97,37
2016-10-06,12,5,161,2259,3729,32,911,104,39
2016-10-07,9,13,173,2059,3203,21,852,42,42
2016-10-08,11,10,156,1696,2607,31,942,12,29
2016-10-09,12,13,171,2003,3007,24,959,24,52
2016-10-10,11,14,182,2121,3853,3,961,67,50
2016-10-11,8,10,157,2255,4071,8,1047,64,43
2016-10-12,13,6,157,2236,3727,8,953,73,57
2016-10-13,14,10,209,4201,3341,5,947,128,42
2016-10-14,17,14,147,3251,3191,4,984,64,40
2016-10-15,10,12,177,3681,2785,15,1019,54,45
2016-10-16,8,7,200,3447,3350,3,1172,52,54
2016-10-17,15,11,158,2683,3677,7,1262,239,31
2016-10-18,15,22,176,2540,3441,7,1105,207,51
2016-10-19,7,11,193,2494,3453,8,1087,99,36
2016-10-20,17,8,163,2554,3248,11,1308,205,42
2016-10-21,11,8,174,2273,3171,6,1389,108,33
2016-10-22,10,5,221,2053,2661,9,1244,64,38
2016-10-23,8,4,220,2247,3333,2,1448,117,26
2016-10-24,9,8,170,2767,3596,6,1577,253,46
2016-10-25,17,13,167,2456,3710,2,1430,199,51
2016-10-26,22,9,183,2333,3461,9,1373,254,45
2016-10-27,16,6,190,2041,3525,6,1592,206,55
2016-10-28,19,17,198,2102,2917,8,1902,270,35
2016-10-29,10,8,223,2221,2401,4,1871,135,54
2016-10-30,8,9,181,2279,2926,5,2091,183,39
2016-10-31,14,11,217,2214,3225,6,2003,333,37
2016-11-01,19,11,179,2608,3280,10,2057,203,31
2016-11-02,9,10,157,3476,3633,16,2032,255,37
2016-11-03,18,9,231,2700,4271,12,1963,280,39
2016-11-04,13,8,190,2370,3033,9,1773,214,42
2016-11-05,3,4,213,2118,2550,14,1744,100,42
2016-11-06,11,6,157,2491,2904,3,2079,148,15
2016-11-07,14,12,181,2693,3263,11,2001,318,34
2016-11-08,25,18,195,2689,3243,5,1728,285,76
2016-11-09,11,12,152,2285,2639,5,1184,315,37
