Date,"Panggilan Darah","Canada","Grey jay","Castle","Baseball","Head VI","Eega","The Beatles","Oregon Caves National Monument and Preserve"
2015-07-01,0,38400,2,1072,3404,24,1418,10645,31
2015-07-02,0,26371,0,1175,3108,29,1157,10980,37
2015-07-03,0,18920,6,1069,2871,27,1097,11294,42
2015-07-04,2,20524,1,1038,3999,25,1274,11084,32
2015-07-05,3,21501,1,1111,3437,23,1610,11838,44
2015-07-06,0,23111,2,1275,3345,28,1684,13833,58
2015-07-07,1,21441,3,1222,3328,56,1718,27878,41
2015-07-08,2,18824,4,1215,3473,47,2132,15157,39
2015-07-09,1,18462,0,1332,3306,29,2920,12736,57
2015-07-10,0,19041,0,1333,2961,34,5897,12690,36
2015-07-11,2,18208,2,1201,3164,23,6542,11512,45
2015-07-12,1,18441,3,1543,3471,88,6626,11574,41
2015-07-13,3,19012,1,1576,3156,56,7304,11482,30
2015-07-14,2,19426,3,1293,3218,173,5637,11156,44
2015-07-15,1,20137,1,1345,3738,90,5134,10855,45
2015-07-16,0,18127,2,1394,2981,39,4848,10784,32
2015-07-17,1,17725,2,1122,3106,25,4493,10945,46
2015-07-18,1,16370,6,1013,2939,29,5436,10256,30
2015-07-19,1,16741,1,1198,3141,21,4976,11103,41
2015-07-20,2,18740,6,1476,3288,20,4650,10649,37
2015-07-21,1,18575,1,1409,3107,52,4405,11088,35
2015-07-22,3,18589,10,1215,3495,35,3496,11003,51
2015-07-23,0,17680,0,1516,3054,49,3311,11343,43
2015-07-24,3,17449,1,1129,2832,32,3066,10763,35
2015-07-25,4,17090,2,1082,2729,31,3266,11171,49
2015-07-26,3,18456,2,1209,3142,34,4434,11527,55
2015-07-27,3,19431,4,1169,3129,30,3088,11153,50
2015-07-28,3,19512,3,1204,3211,36,2430,11185,56
2015-07-29,1,19706,1,1184,3420,27,2120,12338,31
2015-07-30,1,17914,2,1059,3243,31,2003,12198,26
2015-07-31,2,17663,4,1004,3027,32,1886,10801,44
2015-08-01,1,16331,1,1006,3062,38,2152,12148,50
2015-08-02,0,18714,1,1033,3389,34,2034,13103,50
2015-08-03,1,17118,4,1140,2937,40,2155,11764,41
2015-08-04,1,18604,1,1213,3123,41,2137,12791,48
2015-08-05,1,19188,3,1304,3162,34,1991,12201,38
2015-08-06,2,17515,1,1198,2984,28,1613,12871,41
2015-08-07,1,17418,2,994,2881,32,1611,12545,41
2015-08-08,2,16264,4,1045,2881,34,1961,11898,38
2015-08-09,0,17016,6,1115,3062,52,3035,11553,50
2015-08-10,5,17960,0,1194,2911,39,1572,11164,37
2015-08-11,3,18204,7,1316,3210,36,1586,11193,45
2015-08-12,0,18473,3,1182,3287,29,1560,10549,60
2015-08-13,0,17861,1,1582,3424,33,1516,10892,54
2015-08-14,2,18214,3,1092,3023,35,1650,12090,27
2015-08-15,2,17242,3,1012,3302,28,1608,12021,48
2015-08-16,2,18015,3,1077,3279,27,2008,12690,37
2015-08-17,1,19102,1,1280,2910,35,1851,12122,44
2015-08-18,2,20938,3,1289,3430,33,1930,12232,57
2015-08-19,3,18811,1,1262,3421,41,1587,11841,49
2015-08-20,3,18846,3,1322,3055,28,1590,12740,30
2015-08-21,1,18271,4,1124,3256,36,1589,11617,37
2015-08-22,3,16610,1,1053,3088,30,2545,12368,33
2015-08-23,1,19971,2,1147,3113,24,1623,12272,44
2015-08-24,3,19452,1,1275,3520,49,1395,12019,36
2015-08-25,3,19629,1,1296,3655,54,1303,12428,30
2015-08-26,2,19124,0,1170,3610,40,1294,11399,60
2015-08-27,7,19577,3,1204,4269,29,1178,11251,30
2015-08-28,3,29950,4,1169,3432,30,1273,11459,55
2015-08-29,1,16330,2,1045,3279,32,1458,11525,25
2015-08-30,0,17609,6,1182,3686,26,2757,11975,30
2015-08-31,1,19082,2,1353,3832,38,1335,12659,44
2015-09-01,1,20203,1,1420,3705,51,1179,11328,32
2015-09-02,2,20808,3,1329,3838,37,1172,13878,31
2015-09-03,5,19926,5,1426,3389,46,1148,12419,44
2015-09-04,0,18968,3,1186,2910,45,1505,11644,35
2015-09-05,4,18087,4,1117,2690,29,1412,13173,45
2015-09-06,1,20303,3,1258,3064,49,1397,12243,38
2015-09-07,0,21211,0,1452,3139,42,1311,13055,48
2015-09-08,1,21146,5,1358,3088,49,1244,12271,56
2015-09-09,5,22254,5,1309,3722,39,970,12208,43
2015-09-10,2,21483,4,1284,3411,37,1042,14376,27
2015-09-11,5,19356,4,1336,3428,97,1082,11890,34
2015-09-12,1,17581,1,1137,3037,28,1267,11820,42
2015-09-13,0,20322,5,1309,3571,39,2258,12415,38
2015-09-14,3,22235,1,1542,3413,48,1259,13269,50
2015-09-15,1,22549,2,1454,3724,38,1217,12900,48
2015-09-16,3,21199,1,1422,3229,60,1048,12940,33
2015-09-17,1,21576,2,1313,3220,44,1167,12638,30
2015-09-18,1,19367,2,1194,3089,33,1112,12805,16
2015-09-19,1,18976,2,1113,2910,32,1079,11443,32
2015-09-20,0,19711,4,1245,3092,29,1184,13013,44
2015-09-21,0,21260,7,1651,3350,62,1264,12637,32
2015-09-22,0,22055,4,2082,3702,51,953,12192,133
2015-09-23,3,23868,3,1633,4032,43,958,13386,25
2015-09-24,0,22149,4,1518,3777,33,1102,12218,43
2015-09-25,2,20118,6,1319,3028,34,1673,11677,46
2015-09-26,2,17424,4,1122,2811,45,1168,11381,21
2015-09-27,2,19319,5,1277,3240,42,1105,11173,33
2015-09-28,1,21713,2,1752,3605,44,1115,13360,42
2015-09-29,1,22493,2,1923,3686,38,1147,12503,27
2015-09-30,0,21303,2,1703,3706,43,1234,12130,31
2015-10-01,1,20345,3,1378,3625,43,1098,12212,41
2015-10-02,0,18459,2,1390,3256,33,1202,11797,25
2015-10-03,0,16435,0,1140,2957,48,2062,11224,27
2015-10-04,0,17875,7,1325,3321,39,1836,11584,29
2015-10-05,2,20870,2,1492,3695,57,1289,12594,30
2015-10-06,3,21304,0,1950,3825,54,1261,12856,29
2015-10-07,1,21287,1,1580,4448,67,1232,12931,80
2015-10-08,2,20945,1,1546,5040,51,1117,13733,19
2015-10-09,0,20374,3,1454,4930,50,1232,17092,17
2015-10-10,0,17521,0,1090,3774,32,1781,12952,18
2015-10-11,2,20087,3,1441,3731,38,3682,12662,19
2015-10-12,1,22067,2,1567,6985,47,1718,12825,32
2015-10-13,1,21943,3,2023,5705,48,1172,13243,28
2015-10-14,3,21153,1,1691,7581,49,1020,12438,46
2015-10-15,1,22285,1,1529,6403,52,1084,14224,33
2015-10-16,0,19521,1,1304,5255,28,1117,11795,48
2015-10-17,0,17764,2,1198,5744,36,1135,11309,32
2015-10-18,0,19924,7,1352,4307,41,1328,13425,40
2015-10-19,0,27531,3,1583,4532,63,1004,12949,42
2015-10-20,5,66105,2,1654,5285,45,1070,12664,23
2015-10-21,3,42279,1,1834,5696,42,1053,12665,36
2015-10-22,1,33056,3,1586,5336,46,1513,13395,19
2015-10-23,3,27242,3,1336,3630,37,1472,12543,31
2015-10-24,2,21162,1,1221,4901,34,1461,11745,16
2015-10-25,1,21518,1,1483,3024,39,3767,12790,22
2015-10-26,3,26194,4,1478,3433,70,2382,12710,25
2015-10-27,2,22382,2,1979,3725,40,1475,12952,38
2015-10-28,1,21739,1,1559,6654,59,1238,13484,36
2015-10-29,2,21984,3,1531,4767,44,1258,13219,38
2015-10-30,0,19123,2,1313,2938,51,1114,12495,21
2015-10-31,0,16067,3,1238,3805,44,2683,10388,15
2015-11-01,1,18733,4,1339,4460,36,2762,10577,20
2015-11-02,1,21971,2,1617,7022,71,1397,12096,32
2015-11-03,1,22130,2,1876,3773,40,1158,12381,27
2015-11-04,3,28609,8,1789,3694,61,979,13035,40
2015-11-05,1,31718,3,1550,3918,59,931,13774,39
2015-11-06,1,26095,5,1432,3135,47,994,12953,25
2015-11-07,2,21924,2,1205,2686,46,886,13353,22
2015-11-08,3,21686,3,1377,2902,45,990,14683,25
2015-11-09,0,24030,4,1605,3402,48,950,15004,32
2015-11-10,1,24876,4,1897,3317,71,1044,14252,32
2015-11-11,2,24090,0,1603,3102,40,1486,33036,26
2015-11-12,0,23725,2,1522,3598,57,1031,23319,25
2015-11-13,0,20736,0,1297,2921,36,1111,15521,21
2015-11-14,1,20924,4,1112,2230,41,1006,13229,21
2015-11-15,0,21565,5,1435,2973,39,1389,21126,20
2015-11-16,0,23170,3,1540,3138,242,1064,13870,26
2015-11-17,0,24048,2,1695,3284,79,1165,14006,34
2015-11-18,0,26343,1,1918,3131,91,2279,13056,28
2015-11-19,0,23395,2,1554,3130,67,1207,12956,26
2015-11-20,0,21328,4,1478,2818,60,1174,11871,24
2015-11-21,1,18088,2,1212,2322,41,1163,11772,23
2015-11-22,4,19863,1,1318,2518,47,1165,12328,23
2015-11-23,0,22623,4,1482,2912,95,1032,12425,39
2015-11-24,0,22948,0,1721,2826,56,987,17402,32
2015-11-25,1,21948,2,1459,2827,47,1029,12957,18
2015-11-26,4,20428,1,1319,2473,51,917,12985,15
2015-11-27,1,19486,1,1171,2305,46,918,11632,11
2015-11-28,5,18078,5,1315,2123,43,1099,12267,16
2015-11-29,0,19859,5,2132,2391,52,2560,13574,22
2015-11-30,0,24177,7,1631,2941,53,1132,14057,29
2015-12-01,1,21549,0,1784,3015,59,955,13730,23
2015-12-02,4,21173,3,1721,3001,49,871,14430,20
2015-12-03,0,20985,1,1476,2921,73,917,14169,16
2015-12-04,1,20392,1,1484,2650,53,914,13166,11
2015-12-05,0,17892,4,1270,2097,35,948,13751,16
2015-12-06,0,19131,2,1283,2618,49,1511,14903,30
2015-12-07,0,22140,2,1653,3345,55,1181,15105,23
2015-12-08,0,21879,3,1623,3203,43,1001,20421,21
2015-12-09,0,21719,3,1616,3116,49,1025,19311,24
2015-12-10,1,21266,0,1392,2929,51,919,14827,18
2015-12-11,0,24491,1,1281,3161,50,939,14513,17
2015-12-12,1,20013,3,1056,3542,38,2057,13483,19
2015-12-13,1,20367,6,1342,3626,42,1279,14858,20
2015-12-14,1,22867,2,1553,3861,37,1093,15218,33
2015-12-15,1,20745,2,1470,3318,61,935,14543,33
2015-12-16,2,21121,7,1351,3226,51,809,13058,22
2015-12-17,1,19107,2,1246,2771,39,940,13135,17
2015-12-18,1,17360,3,972,2511,35,926,11928,21
2015-12-19,2,15568,2,900,2049,22,948,16118,9
2015-12-20,2,16883,4,1051,3483,20,1779,19223,22
2015-12-21,1,17363,5,1114,3446,27,1300,13115,29
2015-12-22,71,16953,2,996,2462,29,1004,11355,16
2015-12-23,26,15605,0,933,2001,27,917,16310,29
2015-12-24,14,14428,2,873,2946,17,976,36176,17
2015-12-25,2,14626,0,762,1807,10,1303,23313,15
2015-12-26,6,15980,4,967,2164,26,1176,19795,17
2015-12-27,13,16227,0,923,2105,17,1063,20915,29
2015-12-28,37,16797,6,1103,2388,31,1043,20632,30
2015-12-29,15,17018,3,1144,2078,20,1048,20380,24
2015-12-30,32,17403,4,1116,2072,31,1018,17755,24
2015-12-31,11,16465,1,921,1944,18,927,16064,11
2016-01-01,57,16937,3,942,2032,38,947,15871,19
2016-01-02,14,19153,2,1235,2384,45,1059,16269,21
2016-01-03,12,19971,3,1367,2533,35,1228,17558,34
2016-01-04,19,20057,1,1643,2820,33,1092,15507,25
2016-01-05,20,20610,6,1594,2861,30,891,15461,24
2016-01-06,10,20995,4,1684,3009,29,937,15117,23
2016-01-07,13,20725,3,1590,3169,48,905,15151,27
2016-01-08,11,19902,1,1599,2780,22,953,14842,28
2016-01-09,17,17440,2,1231,2273,31,968,13836,19
2016-01-10,6,20996,3,1671,2991,41,1976,14356,25
2016-01-11,14,20787,2,1785,3219,34,946,17771,25
2016-01-12,5,20889,4,1677,3110,39,941,15862,22
2016-01-13,21,21298,2,1605,3217,42,960,14558,28
2016-01-14,8,20530,9,1585,3319,47,982,14850,41
2016-01-15,11,19953,2,1425,3035,72,895,13831,35
2016-01-16,62,18114,4,1294,2638,45,1010,13905,12
2016-01-17,48,19544,3,1608,2957,31,951,13212,23
2016-01-18,79,21211,4,1697,2991,43,920,13104,23
2016-01-19,109,21664,2,1713,3323,50,2386,15193,25
2016-01-20,1930,21751,15,1564,3375,40,1136,13954,30
2016-01-21,178,21721,5,1605,3428,74,952,13839,24
2016-01-22,129,20944,2,1493,2879,71,772,13721,29
2016-01-23,106,21312,6,1324,2237,51,946,13861,24
2016-01-24,79,21076,3,1510,2908,48,1084,13255,29
2016-01-25,70,22872,2,1717,3299,41,991,13224,43
2016-01-26,81,22683,2,1713,3360,43,985,12956,25
2016-01-27,72,21678,3,1599,3283,34,965,13248,52
2016-01-28,76,21181,1,1668,3183,38,854,14402,36
2016-01-29,74,19570,5,1295,3837,22,815,13669,29
2016-01-30,42,17718,1,1082,2386,39,861,13676,22
2016-01-31,4,20250,6,1468,5431,52,1031,14804,38
2016-02-01,6,21805,3,1855,3814,43,1751,13549,30
2016-02-02,9,20989,1,1903,3479,62,995,12908,33
2016-02-03,5,21337,5,1683,3698,54,888,13303,33
2016-02-04,6,21005,5,1646,3737,42,896,13402,37
2016-02-05,11,19629,2,1391,3030,45,912,12766,36
2016-02-06,10,17033,2,1215,2636,30,931,14016,51
2016-02-07,8,19237,2,1444,2988,51,1076,13369,33
2016-02-08,7,20528,0,1725,4291,51,933,13387,32
2016-02-09,7,20520,4,2099,3407,48,884,14141,31
2016-02-10,13,21110,4,1816,3498,45,806,13675,31
2016-02-11,11,20443,6,1606,3244,54,781,13269,42
2016-02-12,17,18766,2,1404,2892,56,799,12875,27
2016-02-13,11,17709,9,1239,2456,28,838,11804,36
2016-02-14,12,18371,5,1372,2601,19,862,13623,37
2016-02-15,13,22366,5,1843,3101,36,760,13211,80
2016-02-16,5,21564,3,1950,3500,43,759,14580,37
2016-02-17,9,21141,0,1813,3469,44,738,14977,30
2016-02-18,8,20931,0,1689,3286,27,772,13729,42
2016-02-19,10,19712,1,1504,3110,38,717,12923,27
2016-02-20,7,17334,3,1214,2474,25,1322,12420,28
2016-02-21,5,20122,4,1536,3159,71,1030,14745,31
2016-02-22,3,21347,0,1847,3788,57,888,13898,63
2016-02-23,6,21345,4,1844,3734,71,818,13715,58
2016-02-24,2,20918,5,1710,3531,57,766,13633,42
2016-02-25,6,20449,2,1708,3610,44,717,15129,34
2016-02-26,12,19224,4,1398,3208,58,790,14673,47
2016-02-27,11,16794,2,1120,2617,51,757,14219,29
2016-02-28,9,18795,2,1351,3136,61,805,13368,40
2016-02-29,9,20742,0,1764,3595,62,704,13102,34
2016-03-01,6,21487,0,2101,3866,63,674,12147,50
2016-03-02,5,22074,4,1704,3688,52,683,12094,52
2016-03-03,8,22254,2,1693,3751,51,836,12397,41
2016-03-04,5,20635,3,1593,3265,52,704,11968,33
2016-03-05,11,17563,5,1102,2686,41,928,11071,32
2016-03-06,8,19567,2,1671,2883,42,765,11852,39
2016-03-07,5,24093,3,1728,3720,62,741,12434,43
2016-03-08,9,22557,6,2005,3539,55,787,12905,26
2016-03-09,12,22306,2,1674,3668,50,662,58463,36
2016-03-10,7,25049,3,1581,3536,54,727,29507,45
2016-03-11,6,24658,0,1322,2959,39,678,18147,44
2016-03-12,10,19358,1,1207,2487,31,881,15456,32
2016-03-13,5,20955,4,1355,2764,55,1837,15956,35
2016-03-14,7,23007,6,1639,3341,109,926,14748,42
2016-03-15,12,21626,5,1879,3460,64,691,13801,34
2016-03-16,9,24094,7,1521,3474,51,665,13594,44
2016-03-17,6,22707,3,1514,3295,67,703,13168,29
2016-03-18,7,19879,2,1399,3148,42,592,12745,123
2016-03-19,7,17236,1,1058,2570,42,709,11691,97
2016-03-20,6,18581,4,1209,2942,40,779,12179,94
2016-03-21,6,21737,4,1459,3454,45,682,12927,197
2016-03-22,5,23044,5,1569,3560,53,730,14912,86
2016-03-23,6,22640,3,1349,3283,44,689,11646,44
2016-03-24,5,19905,3,1199,4027,44,633,12316,45
2016-03-25,5,17655,3,1068,2603,34,692,11757,38
2016-03-26,8,19756,6,982,2882,29,952,11667,44
2016-03-27,9,18221,4,1086,2729,29,973,11797,30
2016-03-28,9,20422,4,1436,3290,38,906,12154,42
2016-03-29,5,21459,2,1510,3618,28,795,11939,54
2016-03-30,10,21352,3,1324,3535,46,743,12305,31
2016-03-31,10,20464,4,1363,3493,47,646,11712,45
2016-04-01,9,18732,4,1272,3483,35,778,12214,58
2016-04-02,9,16753,4,1125,2901,27,789,10437,44
2016-04-03,10,19670,3,1230,3645,38,1687,11243,37
2016-04-04,7,23744,4,1410,4914,46,886,12773,52
2016-04-05,7,21880,4,1481,4908,47,1038,12502,48
2016-04-06,10,21758,5,1378,4655,41,1024,12640,49
2016-04-07,3,20942,3,1464,4578,42,1513,15326,51
2016-04-08,5,20184,3,1367,4134,36,1771,13301,41
2016-04-09,18,19837,3,1108,3922,41,1305,11966,44
2016-04-10,15,20603,3,1374,3911,51,1032,15792,38
2016-04-11,6,22897,7,1632,4431,65,955,13529,63
2016-04-12,8,22417,5,1712,4694,43,891,13541,85
2016-04-13,12,23443,5,1551,4557,67,842,14144,53
2016-04-14,10,22501,3,1510,4455,64,797,13955,45
2016-04-15,10,19059,5,1469,3896,48,952,12357,40
2016-04-16,8,17318,4,1140,3364,37,1323,11536,35
2016-04-17,6,19442,4,1397,3615,42,1011,12431,58
2016-04-18,5,22956,4,1984,3889,56,923,12896,48
2016-04-19,7,21878,3,2272,4170,70,972,12463,54
2016-04-20,9,21689,1,1913,4194,47,857,12225,84
2016-04-21,11,22710,2,1821,4372,52,798,14760,46
2016-04-22,12,21377,2,1422,3804,47,945,15978,40
2016-04-23,8,18515,4,1215,3406,51,1446,13154,61
2016-04-24,13,18284,3,1379,3839,78,3121,13410,41
2016-04-25,3,22891,3,1712,4152,46,1498,14556,49
2016-04-26,8,21749,5,1678,4354,54,1022,16947,49
2016-04-27,10,22064,5,1554,4326,62,958,14254,51
2016-04-28,8,20452,4,1444,4122,54,1063,13415,55
2016-04-29,6,18715,4,1248,3632,23,985,12905,41
2016-04-30,4,15210,4,1061,3001,46,928,12091,45
2016-05-01,7,17579,4,1230,3351,25,1026,12397,66
2016-05-02,6,23254,2,1518,4274,54,858,13195,70
2016-05-03,11,22481,2,1688,4485,53,822,13332,69
2016-05-04,18,24382,2,1592,4103,29,894,12952,47
2016-05-05,11,23744,3,1421,3898,47,1066,13257,51
2016-05-06,9,27534,3,1369,3784,32,882,12533,66
2016-05-07,12,19787,1,1038,3323,33,1009,10914,77
2016-05-08,7,22298,6,1104,3490,43,918,13787,50
2016-05-09,8,25392,3,1743,4215,76,2096,13642,101
2016-05-10,10,23784,5,1765,4350,48,961,13352,109
2016-05-11,10,22933,3,1637,4465,49,1035,12860,58
2016-05-12,9,22296,8,1585,4424,48,902,12381,56
2016-05-13,10,22792,1,2359,3973,37,904,12316,48
2016-05-14,9,17433,6,1514,3411,51,937,10621,51
2016-05-15,9,19872,1,1482,3679,46,928,12165,56
2016-05-16,3,22884,4,1948,4405,51,901,13516,84
2016-05-17,10,23919,3,3182,4493,56,878,12639,76
2016-05-18,4,22456,2,2515,4346,47,904,12440,55
2016-05-19,12,23147,5,1919,4281,55,828,12469,66
2016-05-20,6,20664,4,1636,3824,46,1615,12116,70
2016-05-21,13,17381,6,1449,3491,59,901,11104,59
2016-05-22,3,20819,3,1580,3793,39,945,13320,58
2016-05-23,13,22440,4,1836,4123,43,1037,13045,64
2016-05-24,6,22345,5,1723,4496,49,812,15584,56
2016-05-25,9,20705,6,1514,4319,57,743,13330,67
2016-05-26,15,20890,5,1571,4549,62,842,11841,72
2016-05-27,8,18882,5,1389,3501,42,814,11178,63
2016-05-28,7,16775,5,1066,3292,34,1792,9940,73
2016-05-29,6,17431,2,1364,3563,44,1073,11164,51
2016-05-30,12,19691,2,1569,3735,40,979,12195,69
2016-05-31,7,21113,3,1499,3946,51,821,11560,91
2016-06-01,8,20427,4,1468,4174,58,888,11652,96
2016-06-02,12,19931,4,1451,3920,58,948,11029,70
2016-06-03,10,18363,5,1280,3705,44,934,10648,55
2016-06-04,13,15624,2,1074,3144,21,995,15236,54
2016-06-05,10,17947,1,1276,3547,36,1464,13372,73
2016-06-06,4,20190,1,1611,3896,41,1039,12233,82
2016-06-07,11,20372,4,1506,3542,54,1016,11690,119
2016-06-08,4,20787,2,1405,3602,41,1002,17962,70
2016-06-09,9,19413,3,1360,3750,39,1099,11385,62
2016-06-10,4,19135,0,1137,3284,32,1039,10726,69
2016-06-11,3,17684,2,1087,3182,22,1970,10703,59
2016-06-12,4,19511,5,1633,3894,39,1629,11430,68
2016-06-13,14,20273,1,1527,3517,45,1291,10669,86
2016-06-14,15,20737,3,1360,3625,43,1225,14075,76
2016-06-15,7,20125,3,1506,3465,46,1168,11456,61
2016-06-16,15,20735,3,1322,3320,48,1118,10191,50
2016-06-17,7,18105,0,1073,3320,43,1401,10272,56
2016-06-18,13,16115,1,1048,2936,38,1550,10700,74
2016-06-19,11,17522,2,1182,3442,42,1362,11107,76
2016-06-20,8,19272,3,1279,3566,30,1027,10771,55
2016-06-21,10,18927,3,1235,3397,41,1105,11042,71
2016-06-22,4,18632,3,1191,3426,18,1005,10376,73
2016-06-23,3,18966,1,1186,3370,33,1249,10596,60
2016-06-24,7,24965,4,1085,2848,24,1064,9986,81
2016-06-25,7,20545,5,1092,3401,37,2205,9871,84
2016-06-26,6,19250,4,1277,3489,13,2278,10110,57
2016-06-27,10,21755,1,1188,3161,39,1236,9442,94
2016-06-28,4,22330,2,1392,3269,22,1153,9955,82
2016-06-29,7,22445,5,1231,3645,38,1115,9854,75
2016-06-30,10,23216,3,1252,3482,36,1188,9950,82
2016-07-01,9,36550,3,1063,4522,24,1181,9822,92
2016-07-02,7,24952,4,1016,3518,41,1227,9703,105
2016-07-03,11,20619,8,1174,3804,24,1172,10198,85
2016-07-04,13,23261,3,1238,4565,33,1142,11350,75
2016-07-05,11,22688,4,1223,3687,14,1020,16212,90
2016-07-06,10,20928,4,1330,4148,32,1171,27786,87
2016-07-07,6,18563,4,1351,3206,37,1156,12512,83
2016-07-08,5,18547,4,1114,2817,27,1121,10068,71
2016-07-09,12,17040,3,1073,3091,42,1281,9353,68
2016-07-10,8,19970,4,1120,3175,30,1259,9126,70
2016-07-11,9,18748,1,1369,3085,28,1164,9802,85
2016-07-12,16,18595,5,1264,2961,40,1177,9081,90
2016-07-13,8,18182,2,1088,3388,26,1128,9620,82
2016-07-14,5,16722,5,1294,2690,28,1001,9135,65
2016-07-15,15,16267,2,1383,2606,32,1070,10072,79
2016-07-16,3,15247,2,999,2717,16,1116,9109,104
2016-07-17,10,16823,2,1055,3266,45,1428,10282,76
2016-07-18,7,19203,7,1175,2781,35,1107,9875,89
2016-07-19,6,17259,4,1041,3013,26,1157,8912,70
2016-07-20,5,16246,3,1107,3142,19,1145,9044,70
2016-07-21,8,16695,1,1051,2813,38,1119,9417,78
2016-07-22,10,17060,2,981,2728,28,1101,9358,68
2016-07-23,7,15674,5,930,2645,21,2342,8495,73
2016-07-24,9,15923,3,1043,2916,26,1454,9208,84
2016-07-25,10,17222,9,1052,3483,46,1305,8878,80
2016-07-26,11,17051,2,1113,3130,57,1168,8572,84
2016-07-27,4,16671,5,1053,3160,42,1227,8677,80
2016-07-28,8,16489,5,981,2800,30,1125,9135,76
2016-07-29,13,16610,3,967,2652,39,1051,8800,71
2016-07-30,6,15097,7,980,3240,31,1115,9206,83
2016-07-31,9,16272,3,1013,2978,35,2209,11624,94
2016-08-01,7,16970,0,979,2925,34,1276,10615,114
2016-08-02,13,17177,8,973,3061,32,990,9304,74
2016-08-03,11,17028,6,1061,3011,36,1054,9693,86
2016-08-04,5,16715,10,1039,3217,21,1105,9307,65
2016-08-05,10,16657,4,1018,2893,25,1106,10913,64
2016-08-06,10,20511,6,872,3045,25,1944,9883,75
2016-08-07,11,17838,7,897,3354,23,1345,9242,85
2016-08-08,7,18293,5,1122,3416,27,1067,9743,65
2016-08-09,8,17583,4,933,3657,34,1068,9066,75
2016-08-10,6,17616,3,1006,3362,36,1067,9086,65
2016-08-11,5,17777,5,1031,3404,26,999,9538,66
