Date,"Apatosaurus","Edward III of England","William Henry Bury","Wood Siding railway station","Here We Go Again (Ray Charles song)","Brabham","Vampire","Zenobia","U.S. Route 113"
2018-04-10,628,2681,40,8,34,254,3119,550,22
2018-04-11,586,2355,47,10,28,229,3075,691,24
2018-04-12,641,2087,46,16,31,224,3148,586,32
2018-04-13,667,1939,30,7,43,212,3134,511,21
2018-04-14,607,1719,35,12,51,251,3085,597,25
2018-04-15,733,2067,39,11,33,288,3418,631,18
2018-04-16,593,2099,39,6,34,272,3365,606,22
2018-04-17,682,2142,40,13,36,232,3248,605,19
2018-04-18,657,2522,20,7,21,189,3122,526,12
2018-04-19,581,2046,34,9,30,421,3265,550,24
2018-04-20,644,1771,17,8,33,430,2962,542,24
2018-04-21,558,1943,22,3,24,270,2998,518,20
2018-04-22,580,2133,29,16,26,338,3457,486,21
2018-04-23,645,2880,29,7,44,264,3446,552,24
2018-04-24,617,2365,38,5,31,222,3221,511,22
2018-04-25,666,2400,34,11,24,208,3173,547,15
2018-04-26,603,2241,31,5,31,221,3020,521,21
2018-04-27,551,2364,48,10,39,238,2759,473,18
2018-04-28,492,1845,37,12,34,279,2818,440,28
2018-04-29,604,1976,36,9,27,300,3165,404,23
2018-04-30,605,2075,27,4,26,251,3111,452,18
2018-05-01,623,2055,31,9,41,242,3135,467,28
2018-05-02,539,1908,20,12,30,557,3146,456,18
2018-05-03,592,2018,33,11,41,2092,3076,450,22
2018-05-04,493,1875,27,8,24,951,2960,371,14
2018-05-05,497,1831,19,7,42,545,2967,382,28
2018-05-06,510,1937,35,4,34,438,3445,394,20
2018-05-07,570,1902,30,7,31,435,3261,497,25
2018-05-08,529,1949,29,10,40,365,3314,489,17
2018-05-09,595,1994,18,7,20,309,3077,661,21
2018-05-10,584,1957,29,10,28,304,3283,542,22
2018-05-11,551,2018,35,14,32,258,3139,502,11
2018-05-12,623,2616,32,9,31,297,3083,444,23
2018-05-13,586,2448,27,9,33,300,3218,485,22
2018-05-14,607,3012,25,7,32,269,3284,501,17
2018-05-15,617,3259,158,3,44,245,3135,482,12
2018-05-16,618,3243,40,6,29,258,3264,448,23
2018-05-17,678,3795,35,5,32,236,3514,497,17
2018-05-18,594,4891,37,10,51,216,3053,428,28
2018-05-19,542,20625,28,11,33,185,2945,398,27
2018-05-20,686,12770,24,11,29,244,3255,498,15
2018-05-21,614,7374,25,13,36,239,3638,1027,20
2018-05-22,695,4922,20,11,31,247,3768,590,20
2018-05-23,592,4784,44,13,41,261,3454,544,36
2018-05-24,626,3751,30,13,32,249,3368,466,29
2018-05-25,571,3391,32,6,33,280,3337,431,16
2018-05-26,636,3050,20,6,38,307,3089,426,28
2018-05-27,683,2985,21,18,29,380,3270,509,35
2018-05-28,734,2586,35,19,33,307,3313,491,25
2018-05-29,857,2551,30,13,30,358,3243,471,22
2018-05-30,976,2652,30,12,43,368,3430,492,27
2018-05-31,938,2461,22,6,33,311,3317,475,32
2018-06-01,790,1956,33,9,37,265,3280,455,23
2018-06-02,909,1974,22,9,33,247,3177,406,26
2018-06-03,791,2292,22,7,32,264,3481,475,16
2018-06-04,905,2151,30,9,29,271,3564,436,14
2018-06-05,853,2068,34,7,29,248,4043,460,16
2018-06-06,866,1920,32,8,16,216,3885,422,25
2018-06-07,833,1902,36,9,27,221,3532,417,22
2018-06-08,922,1772,39,11,25,218,3511,458,26
2018-06-09,1037,1848,54,8,28,240,3533,478,14
2018-06-10,986,2163,33,6,40,305,3658,432,27
2018-06-11,930,1887,51,8,34,324,3464,466,16
2018-06-12,919,2659,34,8,23,240,3325,458,29
2018-06-13,969,1928,25,16,37,261,3157,460,26
2018-06-14,0,0,0,0,0,0,0,0,0
2018-06-15,877,1813,19,13,33,258,2953,438,26
2018-06-16,930,2035,26,9,25,219,3019,402,33
2018-06-17,1279,1933,33,10,35,270,3112,466,25
